model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 A Class,2018,Manual,25414,Petrol,150,51.4,1.6,14500
 B Class,2019,Automatic,3604,Diesel,145,60.1,1.5,23799
 E Class,2019,Semi-Auto,10497,Diesel,145,45.6,3.0,45599
 C Class,2019,Semi-Auto,11395,Petrol,145,46.3,1.5,25980
 C Class,2019,Semi-Auto,12880,Diesel,145,61.4,2.0,24049
 GLC Class,2018,Semi-Auto,7220,Diesel,145,56.5,2.1,33998
 SL CLASS,2017,Automatic,18455,Diesel,30,70.6,2.1,19828
 E Class,2019,Semi-Auto,40,Diesel,145,65.7,2.0,34280
 C Class,2019,Semi-Auto,15070,Diesel,145,61.4,2.0,25980
 A Class,2014,Semi-Auto,29670,Diesel,20,68.9,2.1,13998
 C Class,2017,Semi-Auto,41603,Diesel,30,64.2,2.1,16991
 C Class,2019,Semi-Auto,4004,Petrol,145,44.1,1.5,25299
 B Class,2018,Semi-Auto,14890,Diesel,145,68.9,2.1,17499
 GLA Class,2017,Semi-Auto,27107,Petrol,150,42.8,2.0,23890
 B Class,2019,Semi-Auto,2067,Diesel,145,55.4,2.0,23999
 GL Class,2015,Manual,27142,Diesel,20,67.3,2.1,15499
 C Class,2017,Semi-Auto,26853,Diesel,20,67.3,2.1,22395
 C Class,2019,Semi-Auto,4900,Diesel,145,64.2,2.0,28388
 C Class,2019,Semi-Auto,10545,Petrol,145,47.1,1.5,24724
 E Class,2015,Semi-Auto,25100,Diesel,125,57.7,2.1,14790
 E Class,2020,Semi-Auto,1000,Diesel,145,45.6,2.0,35409
 C Class,2016,Semi-Auto,28388,Diesel,30,64.2,1.6,18998
 S Class,2016,Semi-Auto,17624,Diesel,200,47.9,3.0,30498
 A Class,2016,Semi-Auto,72000,Diesel,0,76.4,1.5,12400
 C Class,2015,Automatic,35977,Petrol,125,53.3,2.0,13599
 GLA Class,2016,Semi-Auto,27846,Diesel,125,56.5,2.1,19498
 C Class,2016,Automatic,27268,Diesel,30,64.2,2.1,16449
 A Class,2019,Automatic,13119,Petrol,145,53.3,1.3,20890
 A Class,2019,Semi-Auto,1000,Petrol,145,22.1,4.0,139559
 C Class,2016,Automatic,93948,Diesel,30,62.8,2.1,12459
 A Class,2013,Automatic,16724,Petrol,160,44.1,2.0,14991
 C Class,2014,Manual,98000,Diesel,20,68.9,2.1,10995
 S Class,2018,Semi-Auto,2984,Diesel,145,48.7,3.0,58099
 GLA Class,2016,Automatic,34190,Petrol,200,43.5,2.0,20563
 A Class,2018,Semi-Auto,16787,Petrol,150,52.3,1.6,16898
 C Class,2018,Semi-Auto,8024,Diesel,145,60.1,2.1,21980
 C Class,2019,Automatic,4600,Diesel,145,61.4,2.0,26940
 B Class,2019,Semi-Auto,14206,Petrol,145,45.6,1.3,21599
 A Class,2017,Semi-Auto,7145,Diesel,150,74.3,1.5,17695
 A Class,2019,Semi-Auto,1637,Petrol,145,47.9,1.3,24124
 GLC Class,2016,Semi-Auto,27703,Diesel,125,56.5,2.1,25100
 C Class,2016,Semi-Auto,38500,Petrol,125,52.3,2.0,19799
 B Class,2019,Automatic,14457,Petrol,145,45.6,1.3,20380
 A Class,2013,Manual,74114,Diesel,20,72.4,1.5,9480
 C Class,2017,Semi-Auto,32790,Diesel,20,67.3,2.1,21770
 E Class,2017,Automatic,40470,Diesel,20,72.4,2.0,19498
 C Class,2019,Automatic,7931,Diesel,145,61.4,2.0,26981
 GLA Class,2015,Semi-Auto,85000,Diesel,30,62.8,2.1,12980
 C Class,2019,Automatic,11487,Diesel,145,57.7,2.0,28180
 GLC Class,2018,Semi-Auto,21659,Diesel,145,56.5,2.1,28499
 E Class,2017,Semi-Auto,23656,Diesel,30,65.7,2.0,20555
 A Class,2017,Manual,9330,Petrol,145,51.4,1.6,15799
 C Class,2019,Automatic,10100,Diesel,145,64.2,2.0,27480
 C Class,2016,Semi-Auto,26900,Diesel,30,64.2,2.1,19490
 E Class,2018,Semi-Auto,9900,Diesel,145,61.4,2.0,24892
 C Class,2019,Automatic,2430,Diesel,145,55.4,2.0,41491
 C Class,2017,Automatic,30633,Diesel,30,61.4,2.1,21998
 C Class,2018,Automatic,22345,Diesel,145,65.7,1.6,17470
 C Class,2019,Semi-Auto,11723,Diesel,145,56.5,2.0,27400
 SL CLASS,2007,Automatic,45000,Petrol,570,23.3,5.0,12995
 GLA Class,2020,Semi-Auto,4000,Petrol,145,37.2,1.6,25491
 E Class,2018,Semi-Auto,11574,Diesel,145,57.7,2.0,30000
 C Class,2016,Manual,49604,Petrol,125,51.4,2.0,11300
 CLS Class,2019,Automatic,2426,Diesel,145,45.6,2.0,37990
 C Class,2018,Semi-Auto,28050,Diesel,145,64.2,2.1,17940
 GLC Class,2018,Semi-Auto,12567,Diesel,145,56.5,2.1,27994
 GLS Class,2018,Automatic,5987,Diesel,145,37.2,3.0,46532
 C Class,2005,Automatic,109000,Petrol,325,32.1,1.8,2690
 V Class,2017,Semi-Auto,6316,Diesel,145,45.6,2.2,34980
 C Class,2015,Manual,73770,Diesel,20,68.9,2.1,10795
 A Class,2017,Semi-Auto,19741,Diesel,145,74.3,1.5,17548
 C Class,2017,Semi-Auto,33105,Diesel,145,64.2,2.1,18480
 SL CLASS,2017,Semi-Auto,29114,Diesel,30,70.6,2.1,19498
 E Class,2013,Automatic,47951,Diesel,160,53.5,2.1,12460
 E Class,2019,Automatic,1005,Diesel,145,57.7,2.0,36299
 E Class,2017,Automatic,11330,Diesel,30,61.4,2.0,21999
 SL CLASS,2016,Semi-Auto,14211,Diesel,30,70.6,2.1,19490
 C Class,2019,Automatic,5824,Diesel,145,54.3,1.6,27990
 C Class,2020,Semi-Auto,199,Diesel,145,64.2,2.0,30500
 S Class,2019,Semi-Auto,3835,Diesel,145,52.3,3.0,53999
 C Class,2019,Semi-Auto,7060,Diesel,145,56.5,2.0,26499
 GLC Class,2016,Automatic,32018,Diesel,125,56.5,2.1,24495
 A Class,2013,Manual,106000,Diesel,30,62.8,1.8,7992
 GLA Class,2016,Semi-Auto,39577,Diesel,125,56.5,2.1,19012
 GLC Class,2019,Semi-Auto,1998,Petrol,145,21.6,4.0,74980
 C Class,2018,Semi-Auto,19656,Diesel,145,61.4,2.0,22549
 GLC Class,2017,Automatic,17371,Diesel,145,56.5,2.1,25991
 A Class,2019,Semi-Auto,9,Diesel,145,65.7,1.5,22980
 B Class,2013,Manual,65514,Petrol,150,47.9,1.6,7491
 SLK,2001,Automatic,69234,Petrol,325,30.7,2.0,3990
 E Class,2019,Semi-Auto,750,Diesel,145,47.1,3.0,44995
 A Class,2017,Semi-Auto,65000,Diesel,20,68.9,2.1,14270
 GL Class,2014,Automatic,42719,Diesel,145,55.4,2.1,14999
 A Class,2019,Semi-Auto,16,Diesel,145,56.5,2.0,23979
 C Class,2019,Automatic,4320,Petrol,145,42.8,2.0,28950
 A Class,2020,Semi-Auto,1000,Diesel,145,56.5,2.0,28429
 A Class,2015,Manual,58437,Diesel,30,64.2,2.1,10500
 C Class,2019,Semi-Auto,9445,Petrol,145,47.1,1.5,26099
 C Class,2019,Semi-Auto,11576,Diesel,145,57.7,2.0,29799
 GLC Class,2019,Automatic,4999,Diesel,145,40.9,2.0,40531
 E Class,2018,Automatic,22073,Diesel,145,72.4,2.0,20599
 E Class,2019,Semi-Auto,1000,Diesel,145,48.7,3.0,45799
 E Class,2019,Semi-Auto,2638,Diesel,145,72.4,2.0,26499
 B Class,2015,Semi-Auto,20789,Diesel,20,67.3,1.5,13498
 GLE Class,2016,Semi-Auto,19968,Diesel,260,42.8,3.0,28480
 C Class,2017,Manual,34691,Diesel,20,68.9,2.1,15980
 C Class,2019,Semi-Auto,2899,Petrol,145,47.1,1.5,27399
 C Class,2019,Automatic,3995,Diesel,145,60.1,1.6,26530
 A Class,2019,Semi-Auto,15228,Diesel,145,65.7,1.5,18381
 C Class,2019,Semi-Auto,5136,Diesel,145,60.1,1.6,28799
 CL Class,2015,Semi-Auto,30995,Diesel,30,62.8,2.1,16995
 GLA Class,2016,Automatic,36308,Diesel,125,56.5,2.1,17765
 E Class,2014,Automatic,23685,Petrol,145,47.9,2.0,14999
 A Class,2019,Semi-Auto,200,Petrol,145,53.3,1.3,25980
 GLE Class,2019,Semi-Auto,6880,Diesel,145,32.8,3.0,52495
 C Class,2013,Automatic,40000,Diesel,145,53.3,2.1,11995
 E Class,2016,Semi-Auto,20582,Diesel,125,58.9,2.1,18295
 E Class,2017,Semi-Auto,17000,Diesel,145,72.4,2.0,20792
 E Class,2019,Semi-Auto,4366,Diesel,145,48.7,3.0,37999
 C Class,2015,Manual,31435,Diesel,30,64.2,2.1,15604
 C Class,2019,Semi-Auto,11470,Petrol,145,29.7,3.0,41949
 C Class,2018,Automatic,11498,Diesel,145,61.4,2.1,20299
 M Class,2011,Automatic,69000,Diesel,555,32.5,3.0,10990
 A Class,2019,Semi-Auto,3345,Petrol,145,53.3,1.3,21349
 CL Class,2017,Semi-Auto,25581,Diesel,20,67.3,2.1,18800
 GL Class,2018,Automatic,13820,Diesel,145,56.5,2.1,27597
 B Class,2020,Semi-Auto,2000,Diesel,145,55.4,2.0,25999
 A Class,2020,Semi-Auto,4158,Diesel,145,65.7,1.5,27791
 CLA Class,2015,Automatic,17500,Petrol,125,51.4,1.6,15400
 C Class,2017,Semi-Auto,22056,Petrol,150,35.3,3.0,34981
 C Class,2015,Semi-Auto,39195,Hybrid,0,78.5,2.1,15999
 A Class,2017,Manual,11460,Petrol,145,49.6,1.6,16550
 C Class,2016,Manual,52684,Diesel,30,65.7,1.6,13200
 GLA Class,2019,Automatic,999,Petrol,145,35.8,1.6,27499
 C Class,2015,Manual,64219,Diesel,20,68.9,2.1,13200
 C Class,2019,Semi-Auto,1587,Diesel,145,60.1,1.6,29890
 GLA Class,2019,Semi-Auto,10295,Diesel,145,67.3,2.1,23842
 C Class,2019,Automatic,5149,Petrol,145,44.1,1.5,21940
 C Class,2019,Semi-Auto,1237,Petrol,145,46.3,1.5,26990
 GLA Class,2020,Semi-Auto,3930,Petrol,150,35.8,1.6,27998
 GLC Class,2018,Semi-Auto,6910,Diesel,145,56.5,2.1,27989
 GLC Class,2019,Semi-Auto,50,Diesel,145,40.9,2.0,36490
 C Class,2017,Semi-Auto,8142,Diesel,30,60.1,2.1,19895
 GLC Class,2017,Semi-Auto,14177,Petrol,300,34.0,3.0,35822
 GLC Class,2018,Automatic,4841,Petrol,145,34.0,3.0,36850
 GLC Class,2019,Automatic,9460,Diesel,145,42.2,2.1,31950
 E Class,2019,Semi-Auto,3917,Diesel,145,53.3,2.0,34980
 C Class,2018,Semi-Auto,9977,Diesel,145,54.3,2.0,28049
 GLC Class,2019,Semi-Auto,5848,Diesel,145,56.5,2.1,34795
 CL Class,2019,Semi-Auto,11329,Diesel,145,51.4,2.2,26499
 GLC Class,2017,Semi-Auto,22414,Diesel,125,56.5,2.1,27799
 C Class,2015,Semi-Auto,27852,Diesel,30,64.2,2.1,17682
 A Class,2019,Semi-Auto,5260,Diesel,145,67.3,1.5,23509
 GLC Class,2019,Semi-Auto,19440,Diesel,145,40.9,2.0,38885
 E Class,2013,Semi-Auto,59806,Diesel,160,51.4,2.1,13150
 E Class,2019,Automatic,12341,Diesel,145,67.3,2.0,24990
 C Class,2016,Semi-Auto,92844,Diesel,30,61.4,2.1,16452
 A Class,2019,Semi-Auto,8445,Diesel,145,65.7,1.5,19110
 C Class,2017,Automatic,45960,Hybrid,0,134.5,2.0,19199
 CL Class,2019,Automatic,1270,Petrol,145,38.2,2.0,26299
 C Class,2018,Semi-Auto,11209,Diesel,145,56.5,2.0,26995
 C Class,2019,Automatic,5450,Diesel,145,57.7,2.0,28990
 GLC Class,2019,Semi-Auto,10903,Diesel,145,56.5,2.1,30149
 A Class,2019,Semi-Auto,5359,Petrol,145,53.3,1.3,24299
 CL Class,2019,Automatic,1953,Petrol,145,44.8,1.3,30991
 GLE Class,2017,Semi-Auto,23732,Diesel,145,47.9,2.1,30599
 A Class,2017,Manual,13837,Diesel,145,68.9,1.5,15088
 E Class,2015,Automatic,33588,Diesel,125,58.9,2.1,14999
 A Class,2017,Automatic,33133,Petrol,200,40.9,2.0,26498
 E Class,2017,Semi-Auto,40703,Diesel,20,72.4,2.0,18699
 GLE Class,2018,Automatic,20137,Diesel,145,47.9,2.1,29500
 C Class,2015,Automatic,29517,Petrol,125,51.4,2.0,16946
 V Class,2019,Automatic,3442,Diesel,150,39.8,2.1,25991
 SLK,2002,Automatic,80586,Petrol,330,30.7,2.0,2990
 CLA Class,2016,Automatic,32150,Diesel,20,67.3,2.1,18980
 GLA Class,2014,Semi-Auto,40423,Diesel,30,62.8,2.1,13995
 A Class,2017,Manual,31913,Diesel,145,68.9,1.5,16750
 B Class,2018,Automatic,6775,Diesel,145,68.9,2.1,19462
 C Class,2016,Automatic,18389,Petrol,300,34.0,3.0,32980
 E Class,2017,Automatic,40953,Diesel,30,65.7,2.0,18000
 A Class,2019,Manual,5292,Petrol,145,47.1,1.3,24799
 GLA Class,2017,Semi-Auto,21524,Diesel,145,56.5,2.1,21100
 S Class,2019,Automatic,1803,Diesel,145,52.3,3.0,63099
 C Class,2019,Semi-Auto,6700,Diesel,145,56.5,2.0,28999
 GLA Class,2016,Manual,41776,Diesel,20,67.3,2.1,15382
 A Class,2019,Automatic,11709,Petrol,145,53.3,1.3,20700
 GLA Class,2018,Semi-Auto,10693,Diesel,145,67.3,2.1,22300
 A Class,2016,Manual,19036,Petrol,125,52.3,1.6,11900
 E Class,2015,Semi-Auto,78000,Diesel,125,61.4,2.1,12691
 C Class,2018,Automatic,4368,Petrol,145,44.1,1.5,23500
 A Class,2017,Semi-Auto,46257,Petrol,145,53.3,1.6,13981
 C Class,2019,Semi-Auto,1000,Diesel,145,61.4,2.0,34249
 C Class,2019,Semi-Auto,19204,Diesel,150,61.4,2.0,23498
 A Class,2019,Semi-Auto,30200,Diesel,145,67.3,1.5,13498
 A Class,2017,Automatic,29262,Diesel,145,68.9,2.1,16950
 E Class,2017,Semi-Auto,16533,Diesel,145,61.4,2.0,23991
 C Class,2014,Semi-Auto,43793,Petrol,125,52.3,2.0,13390
 A Class,2017,Manual,9663,Diesel,30,62.8,2.1,17498
 SL CLASS,2019,Semi-Auto,670,Petrol,145,36.7,3.0,49299
 A Class,2019,Semi-Auto,10783,Petrol,150,53.3,1.3,24495
 C Class,2019,Automatic,2368,Petrol,145,42.2,2.0,26990
 A Class,2016,Automatic,21068,Diesel,20,74.3,1.5,17295
 GLE Class,2019,Semi-Auto,9840,Diesel,145,36.7,3.0,47300
 CL Class,2017,Manual,13122,Petrol,145,51.4,1.6,19124
 C Class,2019,Automatic,101,Diesel,145,61.4,2.0,27990
 GLA Class,2020,Semi-Auto,1670,Petrol,145,37.2,1.6,26890
 V Class,2018,Manual,29000,Diesel,145,46.3,2.1,19000
 E Class,2016,Automatic,40830,Diesel,125,61.4,2.1,17250
 M Class,2010,Automatic,106800,Diesel,555,31.0,3.0,9995
 C Class,2019,Semi-Auto,14619,Petrol,145,46.3,1.5,19749
 E Class,2019,Automatic,9116,Diesel,145,72.4,2.0,26889
 A Class,2017,Automatic,32000,Diesel,20,74.3,1.5,17272
 A Class,2020,Automatic,20,Diesel,145,62.8,1.5,28298
 A Class,2017,Manual,40014,Diesel,30,62.8,2.1,15490
 C Class,2017,Automatic,30728,Petrol,145,47.1,2.0,20988
 CL Class,2017,Automatic,14611,Diesel,145,67.3,2.1,20500
 GLA Class,2017,Semi-Auto,29155,Diesel,125,56.5,2.1,19932
 SLK,2006,Automatic,75000,Petrol,555,28.0,3.5,4995
 C Class,2017,Semi-Auto,42165,Diesel,30,65.7,2.1,22649
 C Class,2019,Semi-Auto,14514,Diesel,145,61.4,2.0,19999
 X-CLASS,2019,Automatic,3789,Diesel,260,31.4,3.0,47400
 A Class,2016,Automatic,31800,Petrol,125,53.3,1.6,14995
 A Class,2016,Semi-Auto,21848,Petrol,200,40.9,2.0,28652
 CLS Class,2012,Automatic,48579,Diesel,200,46.3,3.0,13199
 GLC Class,2019,Automatic,5000,Diesel,150,43.5,2.0,34980
 E Class,2017,Semi-Auto,21654,Diesel,145,65.7,2.0,26499
 C Class,2017,Semi-Auto,21462,Diesel,145,61.4,2.1,20200
 E Class,2017,Automatic,82342,Diesel,30,61.4,2.0,15700
 C Class,2017,Semi-Auto,29979,Petrol,145,50.4,2.0,18495
 A Class,2018,Automatic,18584,Diesel,145,65.7,1.5,17889
 SL CLASS,2016,Automatic,31091,Diesel,30,70.6,2.1,18990
 C Class,2014,Automatic,53386,Diesel,145,56.5,2.1,10999
 A Class,2016,Manual,33660,Diesel,30,62.8,2.1,14250
 C Class,2015,Semi-Auto,53126,Diesel,30,64.2,2.1,16490
 C Class,2019,Semi-Auto,9839,Diesel,145,54.3,2.0,31699
 GLC Class,2019,Semi-Auto,4522,Petrol,145,34.0,3.0,43680
 GLA Class,2019,Automatic,4999,Petrol,145,44.8,1.6,21497
 C Class,2019,Semi-Auto,9693,Petrol,145,47.1,1.5,26049
 C Class,2015,Automatic,96000,Diesel,30,61.4,2.1,12990
 A Class,2014,Automatic,68420,Diesel,20,64.2,2.1,12000
 A Class,2017,Semi-Auto,20675,Petrol,30,55.4,1.6,14495
 E Class,2017,Semi-Auto,30007,Diesel,145,72.4,2.0,18660
 GLA Class,2016,Manual,16928,Diesel,20,67.3,2.1,16995
 A Class,2016,Automatic,80987,Diesel,20,67.3,2.1,13800
 A Class,2014,Automatic,37066,Diesel,20,64.2,2.1,13750
 E Class,2017,Semi-Auto,19727,Diesel,145,51.4,3.0,24480
 A Class,2016,Manual,28000,Diesel,30,62.8,2.1,14990
 CL Class,2019,Semi-Auto,1556,Petrol,150,40.9,2.0,29532
 A Class,2019,Automatic,150,Diesel,145,56.5,2.0,21480
 E Class,2019,Semi-Auto,10470,Diesel,145,44.8,2.0,37999
 A Class,2015,Semi-Auto,33000,Diesel,20,64.2,2.1,15481
 S Class,2016,Automatic,75000,Diesel,160,50.4,3.0,26495
 E Class,2016,Semi-Auto,30417,Diesel,145,56.5,2.1,17995
 A Class,2020,Semi-Auto,1550,Petrol,145,28.5,1.3,26325
 GLA Class,2019,Semi-Auto,4938,Diesel,145,64.2,2.1,25099
 GLC Class,2017,Semi-Auto,40058,Diesel,125,56.5,2.1,24481
 E Class,2010,Automatic,98000,Diesel,200,45.6,2.1,7995
 C Class,2019,Automatic,2073,Petrol,145,45.6,1.5,24998
 GLC Class,2018,Semi-Auto,7364,Diesel,145,41.5,2.1,26990
 GLC Class,2016,Automatic,29529,Diesel,125,56.5,2.1,26250
 E Class,2018,Semi-Auto,1746,Diesel,145,57.7,2.0,28849
 GLC Class,2016,Semi-Auto,34358,Diesel,125,56.5,2.1,26001
 C Class,2019,Automatic,754,Petrol,145,46.3,1.5,27199
 V Class,2019,Automatic,3000,Diesel,145,37.2,2.0,53581
 C Class,2019,Semi-Auto,6519,Petrol,145,44.1,2.0,28300
 C Class,2015,Semi-Auto,50374,Diesel,20,65.7,2.1,12495
 E Class,2018,Automatic,20420,Diesel,145,72.4,2.0,21499
 E Class,2015,Semi-Auto,39290,Diesel,125,58.9,2.1,14995
 C Class,2016,Manual,37419,Petrol,125,51.4,2.0,15975
 GLC Class,2019,Semi-Auto,4606,Diesel,145,40.9,2.0,39000
 V Class,2017,Automatic,86000,Diesel,145,44.8,2.1,29990
 E Class,2019,Semi-Auto,1145,Petrol,145,32.1,3.0,54599
 A Class,2020,Semi-Auto,942,Diesel,145,56.5,2.0,25980
 A Class,2019,Automatic,13877,Diesel,145,68.9,1.5,18300
 E Class,2018,Semi-Auto,9096,Diesel,145,57.7,2.0,30480
 B Class,2019,Semi-Auto,12832,Petrol,145,45.6,1.3,22299
 C Class,2019,Semi-Auto,15414,Diesel,145,61.4,2.0,25499
 SL CLASS,2019,Automatic,8996,Petrol,145,31.4,4.7,49995
 A Class,2016,Semi-Auto,51284,Petrol,125,53.3,1.6,14581
 E Class,2016,Semi-Auto,26780,Diesel,160,52.3,3.0,19298
 C Class,2019,Manual,1000,Petrol,145,47.1,1.6,23879
 E Class,2015,Automatic,48641,Diesel,125,61.4,2.1,14995
 E Class,2016,Automatic,95000,Diesel,125,56.5,2.1,12990
 C Class,2017,Automatic,22811,Petrol,145,47.1,2.0,23124
 C Class,2019,Semi-Auto,14730,Petrol,150,46.3,1.5,19749
 A Class,2017,Semi-Auto,21000,Diesel,150,74.3,1.5,17495
 A Class,2016,Automatic,34651,Diesel,20,74.3,1.5,15999
 SL CLASS,2017,Semi-Auto,19200,Petrol,145,31.4,4.7,39999
 A Class,2016,Manual,50521,Diesel,20,68.9,1.5,13200
 E Class,2019,Semi-Auto,5352,Diesel,145,67.3,2.0,24995
 A Class,2016,Semi-Auto,17504,Petrol,200,42.8,2.0,20400
 C Class,2016,Manual,69385,Diesel,20,68.9,2.1,13000
 GLE Class,2017,Automatic,27130,Diesel,205,47.9,2.1,26245
 GLA Class,2019,Semi-Auto,7326,Petrol,150,44.8,1.6,21795
 S Class,2018,Automatic,22700,Diesel,145,52.3,2.9,46990
 GLE Class,2019,Automatic,5214,Diesel,145,32.5,3.0,53990
 GLA Class,2019,Automatic,14049,Petrol,150,44.8,1.6,19750
 SL CLASS,2019,Semi-Auto,33,Petrol,145,47.1,2.0,32599
 C Class,2018,Automatic,8962,Diesel,145,54.3,2.0,28374
 V Class,2010,Automatic,259000,Diesel,540,30.7,3.0,6949
 C Class,2016,Semi-Auto,36051,Diesel,30,65.7,2.1,20990
 CL Class,2016,Manual,33976,Petrol,125,51.4,1.6,16249
 C Class,2019,Automatic,2568,Petrol,145,44.1,2.0,31995
 GLC Class,2018,Semi-Auto,21994,Diesel,145,56.5,2.1,29495
 B Class,2019,Semi-Auto,13637,Petrol,145,45.6,1.3,22199
 V Class,2019,Automatic,3000,Diesel,150,37.2,2.0,43890
 GLC Class,2019,Semi-Auto,12315,Diesel,145,56.5,2.1,29490
 C Class,2019,Semi-Auto,5937,Petrol,145,44.1,1.5,29000
 E Class,2016,Semi-Auto,61202,Diesel,145,56.5,2.1,16072
 C Class,2017,Semi-Auto,40202,Diesel,145,60.1,2.1,17850
 C Class,2019,Automatic,8000,Petrol,145,46.3,1.5,30900
 GLC Class,2020,Semi-Auto,3999,Petrol,145,22.4,4.0,62480
 B Class,2019,Semi-Auto,14700,Petrol,145,45.6,1.3,22299
 C Class,2016,Automatic,11891,Petrol,260,36.2,3.0,31995
 C Class,2016,Semi-Auto,17600,Diesel,30,64.2,2.1,19290
 A Class,2020,Semi-Auto,1000,Petrol,145,53.3,1.3,25879
 C Class,2019,Semi-Auto,10576,Diesel,145,57.7,2.0,29549
 E Class,2016,Semi-Auto,30148,Diesel,30,61.4,2.0,19699
 GLE Class,2020,Semi-Auto,1000,Diesel,145,32.8,2.9,55489
 C Class,2019,Automatic,6388,Diesel,145,57.7,2.0,33283
 GLA Class,2016,Semi-Auto,20233,Diesel,125,56.6,2.1,17991
 C Class,2019,Semi-Auto,10648,Petrol,145,44.1,2.0,28000
 A Class,2019,Semi-Auto,3405,Petrol,145,28.5,2.0,23699
 C Class,2019,Manual,4289,Petrol,145,47.1,1.6,23299
 B Class,2020,Semi-Auto,1989,Diesel,145,55.4,2.0,24980
 CL Class,2017,Semi-Auto,43658,Diesel,20,70.6,2.1,17565
 GLA Class,2016,Semi-Auto,6662,Petrol,145,48.7,1.6,21481
 E Class,2009,Automatic,133000,Diesel,330,34.9,3.0,4700
 A Class,2014,Manual,38124,Diesel,20,72.4,1.5,10490
 GLC Class,2019,Semi-Auto,8892,Diesel,145,40.9,2.0,41570
 E Class,2019,Semi-Auto,15180,Diesel,145,67.3,2.0,26980
 C Class,2019,Semi-Auto,5433,Petrol,145,45.6,1.5,26099
 GLE Class,2020,Automatic,3000,Diesel,145,36.7,2.0,48995
 SL CLASS,2018,Automatic,212,Petrol,145,36.2,3.0,34799
 GLC Class,2019,Semi-Auto,99,Petrol,145,32.1,2.0,38000
 C Class,2019,Semi-Auto,2000,Petrol,145,45.6,1.5,25389
 A Class,2016,Manual,24658,Diesel,20,68.9,1.5,14868
 CL Class,2016,Manual,25668,Petrol,125,51.4,1.6,16999
 A Class,2018,Semi-Auto,10856,Petrol,145,53.3,1.3,22495
 A Class,2016,Manual,20565,Diesel,30,62.8,2.1,15790
 C Class,2020,Semi-Auto,2499,Diesel,145,55.4,2.0,39994
 C Class,2016,Semi-Auto,26205,Diesel,125,58.9,2.1,20991
 E Class,2014,Semi-Auto,62056,Hybrid,10,67.3,2.1,12995
 C Class,2020,Semi-Auto,4999,Petrol,145,28.8,3.0,41999
 A Class,2015,Manual,35000,Diesel,30,62.8,2.1,12490
 CL Class,2019,Semi-Auto,4276,Petrol,145,38.2,2.0,26799
 A Class,2016,Semi-Auto,21644,Diesel,20,68.9,2.1,16995
 GLC Class,2018,Semi-Auto,6982,Petrol,145,26.4,4.0,59124
 CLS Class,2019,Semi-Auto,12057,Diesel,145,48.7,2.9,35499
 C Class,2019,Semi-Auto,11056,Petrol,145,47.1,1.5,25799
 CL Class,2019,Semi-Auto,11967,Diesel,145,51.4,2.2,26249
 GLA Class,2019,Semi-Auto,2845,Diesel,145,56.5,2.1,25899
 V Class,2019,Semi-Auto,1611,Diesel,145,36.7,2.0,49989
 A Class,2018,Automatic,25698,Diesel,145,70.6,2.1,16299
 GLE Class,2015,Semi-Auto,29196,Diesel,200,47.9,2.1,26480
 A Class,2019,Manual,1198,Petrol,145,47.1,1.3,23399
 A Class,2017,Manual,21147,Petrol,145,51.4,1.6,14799
 GLA Class,2019,Automatic,100,Diesel,145,56.5,2.1,29990
 A Class,2019,Automatic,7032,Diesel,145,68.9,1.5,20096
 A Class,2015,Automatic,86662,Diesel,20,64.2,2.1,11199
 GLE Class,2016,Semi-Auto,9982,Diesel,200,47.9,2.1,28299
 A Class,2019,Semi-Auto,6324,Diesel,145,65.7,1.5,21498
 E Class,2017,Semi-Auto,32844,Diesel,150,56.5,2.1,19150
 E Class,2017,Semi-Auto,40239,Diesel,30,65.7,2.0,22480
 E Class,2013,Automatic,60417,Diesel,30,58.9,2.1,11299
 CL Class,2019,Semi-Auto,3004,Petrol,145,40.9,2.0,29299
 GLA Class,2016,Semi-Auto,21512,Petrol,200,43.5,2.0,21595
 C Class,2020,Semi-Auto,9,Petrol,150,46.3,1.5,29980
 E Class,2019,Semi-Auto,12778,Diesel,145,58.9,2.0,28449
 C Class,2019,Automatic,6374,Petrol,145,30.4,3.0,36090
 A Class,2017,Semi-Auto,13774,Diesel,150,74.3,1.5,15200
 S Class,2018,Semi-Auto,9740,Petrol,145,34.0,4.0,72995
 C Class,2019,Automatic,14923,Diesel,145,58.9,2.0,24626
 A Class,2018,Semi-Auto,6285,Petrol,145,53.3,1.3,20599
 A Class,2018,Semi-Auto,3568,Petrol,145,28.5,1.3,20682
 V Class,2015,Automatic,99960,Diesel,200,45.6,2.1,19500
 C Class,2019,Semi-Auto,6828,Petrol,150,42.2,2.0,29995
 CL Class,2015,Semi-Auto,17568,Diesel,20,70.6,2.1,17950
 B Class,2019,Automatic,11645,Diesel,145,54.3,2.0,26480
 E Class,2018,Automatic,29679,Diesel,145,72.4,2.0,21000
 A Class,2017,Manual,23433,Diesel,20,72.4,1.5,14480
 S Class,2019,Semi-Auto,1000,Petrol,145,34.0,4.0,93499
 C Class,2019,Semi-Auto,9169,Petrol,145,44.1,1.5,23250
 B Class,2014,Manual,60072,Diesel,125,61.4,1.8,8991
 C Class,2019,Semi-Auto,1998,Diesel,145,54.3,1.6,28480
 GLC Class,2017,Semi-Auto,20418,Petrol,145,34.0,3.0,37998
 C Class,2019,Semi-Auto,3076,Petrol,145,28.0,3.0,42099
